ko,en,cn,jp,vi,description
파멸 폐허,Ruinous Ancient Rubble,,,,map
파멸 요새,Ruinous Fortress,,,,map
영웅의 성소,Hero's Sanctum,,,,map
허상의 고원,Highlands of Illusion,,,,map
얼음계곡 야영지,Ice Valley Campsite,,,,map
산등성이 봉화대,Mountain Ridge Beacon,,,,map
감시자의 망루,Observer's Watchtower,,,,map
용맹한 선발대,Courageous Advance Team,,,,map
사냥꾼 요충지,Hunter's Point,,,,map
눈가림 정찰기지,Hoodwink Scout Base,,,,map
협곡 안전지대,Canyon Safe Zone,,,,map
고요한 은신처,Tranquil Hideout,,,,map
눈덮인 그루터기,Snowy Stump,,,,map
눈폭풍 경계초소,Snowstorm Border Post,,,,map
허상 계곡,Illusory Valley,,,,map
허상의 언덕,Illusory Hill,,,,map
허상의 들판,Illusory Prairie,,,,map
허상 성채,Illusory Citadel,,,,map
허상 폐허,Illusory Ruins,,,,map
허상 협곡,Illusory Canyon,,,,map
허상 장막,Illusory Veil,,,,map
허상 물줄기,Illusory Stream,,,,map
허상 마루,Illusory Floor,,,,map
허상 요새,Illusory Fortress,,,,map
기만의 분지,Deceptive Lagoon,,,,map
절망의 모닥불,Despaired Bonfire,,,,map
비명계곡 초소,Wailing Valley Guard Post,,,,map
젖은발 선봉대,Wetfoot Vanguard,,,,map
진흙바위 지휘대,Mudrock Command Post,,,,map
물안개 보금자리,Waterfog Roost,,,,map
진흙산 모서리,Mudmount Edge,,,,map
돌벌레 요람,Rockworm Cradle,,,,map
무덤지기 은둔처,Burial Plot,,,,map
기만의 절벽,Deceptive Cliff,,,,map
기만의 강가,Deceptive Riverside,,,,map
기만의 수렁,Deceptive Bog,,,,map
기만의 바위숲,Deceptive Rockwoods,,,,map
기만의 어귀,Deceptive Estuary,,,,map
기만의 언덕,Deceptive Hill,,,,map
기만의 채석장,Deceptive Quarry,,,,map
기만 뿌리무덤,Deceptive Root Tomb,,,,map
망각의 산,Mt. Oblivion,,,,map
전의의 선봉대,Fighting Spirit Vanguard,,,,map
굳건한 경비대,Steadfast Guard,,,,map
극복의 초소,Overwhelming Guard Post,,,,map
불굴의 석대,Indomitable Embankment,,,,map
의지의 주춧돌,Resolute Cornerstone,,,,map
망각의 구릉지,Oblivion Hills,,,,map
망각의 절벽,Oblivion's Edge,,,,map
망각의 행로,Path to Oblivion,,,,map
망각의 초지,Oblivion Grasslands,,,,map
망각의 능선,Oblivion Ridge,,,,map
초월 훈련소,Transcendental Training Camp,,,,map
비명의 노역장,Wailing Labor Camp,,,,map
처벌의 성지,Condemning Shrine,,,,map
결전의 수렁,Deadlock Bog,,,,map
나이테 주둔지,Timber Ring Garrison,,,,map
결전의 길목,Deadlock Corner,,,,map
잎새 언저리,Leafshear Ledge,,,,map
결전의 기슭,Deadlock Banks,,,,map
땅거미 쉼터,Dusky Shelter,,,,map
결전의 절벽,Deadlock Cliff,,,,map
혈투의 모래무지,Bloodbath Sand Wastes,,,,map
바위비탈 초소,Rocky Slope Guard Post,,,,map
혈투의 바위비탈,Bloodbath Rocky Slope,,,,map
세갈래 보급지,Treble Supply Area,,,,map
혈투의 골짜기,Bloodbath Ravine,,,,map
수평선 항만,Horizon Port,,,,map
혈투의 사구,Bloodbath Dunes,,,,map
격돌의 분화구,Seething Crater,,,,map
눈먼 감시터,Shrouded Observation Site,,,,map
격돌의 웅덩이,Seething Basin,,,,map
빛가림 피난처,Screened Shelter,,,,map
격돌의 탄광,Seething Coalpit,,,,map
고요한 석벽,Tranquil Stone Wall,,,,map
격돌 폭포,Seething Falls,,,,map
무너진 선봉대,Collapsed Vanguard,,,,map
격돌의 수로,Seething Waterway,,,,map
바위틈새 경계,Boulderfault Border,,,,map
격돌 구덩이,Seething Pit,,,,map
잿무덤 전망대,Ashgrave Observatory,,,,map
격돌 폐허,Seething Ruins,,,,map
메마른 보급지,Barren Supply Area,,,,map
격돌 협로,Seething Branch Road,,,,map
그을린 보루,Scorched Bastion,,,,map
격돌 용암천,Seething Lava Flow,,,,map
재투성이 초소,Ashen Guard Post,,,,map
격돌의 전선,Seething Front Lines,,,,map
사투의 언덕,Climb of Strife,,,,map
얼음 틈 야영지,Frozen Fissure Campsite,,,,map
그리운 망대,Nostalgic Watchtower,,,,map
아득한 감시터,Remote Observation Site,,,,map
설움의 언저리,Sorrowful Ledge,,,,map
탄식의 매몰지,Grave of Sighs,,,,map
안도의 경계지,Serenity's End,,,,map
허술한 잔류지,Careless Wasteland,,,,map
눈덮인 터전,Snowfield Base,,,,map
처량한 산장,Forlorn Lodge,,,,map
말뚝 보급지,Post Supply Area,,,,map
사투의 골짜기,Strife's Ravine,,,,map
사투의 봉오리,Strife Blossoms,,,,map
사투의 토지,Strife Grounds,,,,map
사투의 낭떠러지,Strife's Bluff,,,,map
사투 폐허,Strife's Ruins,,,,map
사투의 호수,Strife's Lake,,,,map
사투의 가두,Avenue of Strife,,,,map
사투의 진격지,Strife's Advance,,,,map
사투의 장벽,Blockade of Strife,,,,map
사투의 능선,Strife's Ridge,,,,map
기사의 후회 I,Knight's Regret I,,,,map
수련의 평원,Training Lowlands,,,,map
유년의 들판,Youthful Prairie,,,,map
망각의 제단,Altar of Oblivion,,,,map
맹세의 궁,Palace of Oath,,,,map
토벌의 땅,Land of Valor,,,,map
추억의 터,Place of Remembrance,,,,map
그리움의 경계,Yearning Border,,,,map
기사의 후회 II,Knight's Regret II,,,,map
침묵의 평원,Hushed Lowlands,,,,map
희미한 들판,Hazed Prairie,,,,map
기원의 제단,Wishing Altar,,,,map
공허의 궁,Hollow Palace,,,,map
혼돈의 땅,Land of Chaos,,,,map
기억의 터,Memory Site,,,,map
슬픔의 경계,Border of Sorrow,,,,map
소녀의 악몽 I,Girl's Nightmare I,,,,map
삭막한 평야,Stark Plains,,,,map
절망의 은신처,Despair's Hideout,,,,map
스산한 벌판,Bleak Fields,,,,map
위태로운 피난처,Shaky Shelter,,,,map
암흑 성채 입구,Dark Citadel Entrance,,,,map
적막한 야영지,Desolate Campsite,,,,map
암흑 성채,Dark Citadel,,,,map
소녀의 악몽 II,Girl's Nightmare II,,,,map
추도의 평야,Memorial Plains,,,,map
고요한 은신처,Tranquil Hideout,,,,map
사자의 벌판,Death Fields,,,,map
상념의 야영지,Haunting Campsite,,,,map
불패 성채 입구,Unconquered Citadel Entrance,,,,map
백야 경비초소,Midnight Sun Guard Post,,,,map
불패 성채,Unconquered Citadel,,,,map
소녀의 악몽 III,Girl's Nightmare III,,,,map
거짓의 평야,Faulty Plains,,,,map
포로 감시초소,Prisoner Watchhouse,,,,map
격노의 벌판,Fury Fields,,,,map
반역의 피난처,Treacherous Shelter,,,,map
바트라 성채 입구,Batra Citadel Entrance,,,,map
찬탈자 야영지,Usurper Campsite,,,,map
바트라 성채,Batra Citadel,,,,map
상인의 소원 I,Merchant's Wish I,,,,map
화수분 대기소,Golden Goose Station,,,,map
졸부 바윗길,Nouveau Riche Rocky Path,,,,map
희망 바닷길,Sea Route of Hope,,,,map
기만의 궁전,Palace of Deception,,,,map
상인의 소원 II,Merchant's Wish II,,,,map
노다지 대기소,Priceless Station,,,,map
부호 바윗길,Rich Rocky Path,,,,map
갈망 바닷길,Sea Route of Desire,,,,map
무용의 궁전,Palace of Dance,,,,map
야수의 심연 I,Beast's Void I,,,,map
화산재 휴식처,Volcanic Ash Rest Stop,,,,map
한계 훈련소,Frontier Training Camp,,,,map
괴성의 노역장,Shrieking Labor Camp,,,,map
감시의 성지,Intrusive Shrine,,,,map
야수의 심연 II,Beast's Void II,,,,map
용암 휴식처,Lava Rest Stop,,,,map
초월 훈련소,Transcendental Training Camp,,,,map
비명의 노역장,Wailing Labor Camp,,,,map
처벌의 성지,Condemning Shrine,,,,map
기사의 상실 I,Knight's Anguish I,,,,map
원군 감시초소,Reserves Watchhouse,,,,map
정복의 폐허,Ruins of Subjugation,,,,map
승자의 전지,Victor's Battleground,,,,map
진군의 차원문,Advancing Dimensional Gate,,,,map
기사의 상실 II,Knight's Anguish II,,,,map
역습 감시초소,Retribution Watchhouse,,,,map
함락의 폐허,Entrapping Ruins,,,,map
포로의 전지,Prisoner's Battleground,,,,map
전멸의 차원문,Annihilation Dimensional Gate,,,,map
A 원정대 초소,expedition post a,,,,map
B 원정대 초소,expedition post b,,,,map
C 원정대 초소,expedition post c,,,,map
D 원정대 초소,expedition post d,,,,map
E 원정대 초소,expedition post e,,,,map
어스름 용암산,Forsaken Volcano,,,,map
가냘픈 감시터,Hazardous Observation Site,,,,map
어스름 웅덩이,Forsaken Basin,,,,map
해저문 피난처,Seabed Shelter,,,,map
어스름 탄광,Forsaken Coalpit,,,,map
희미한 석벽,Misty Stone Wall,,,,map
어스름 폭포,Forsaken Waterfall,,,,map
혼탁한 선봉대,Depraved Vanguard,,,,map
어스름 수로,Forsaken Waterway,,,,map
흔들리는 경계,Wavering Border,,,,map
어스름 구덩이,Forsaken Pit,,,,map
희뿌연 전망대,Misty Observatory,,,,map
어스름 폐허,Forsaken Ruins,,,,map
한산한 보급지,Hushed Supply Area,,,,map
어스름 협로,Forsaken Branch Road,,,,map
고즈넉한 보루,Lonesome Bastion,,,,map
어스름 용암천,Forsaken Lava Flow,,,,map
어둑한 초소,Gloomy Guard Post,,,,map
어스름 전선,Forsaken Front Lines,,,,map
땅거미 설원,Dusky Snowfield,,,,map
녹아든 야영지,Razed Campsite,,,,map
바스라진 망대,Crumbled Watchtower,,,,map
일렁이는 감시터,Wavering Observation Site,,,,map
가려진 언저리,Hidden Ledge,,,,map
야윈 매몰지,Worn Grave,,,,map
흐려진 경계지,Blurred Boundary,,,,map
스러진 잔류지,Withered Wasteland,,,,map
깜빡이는 터전,Erratic Base,,,,map
기울어진 산장,Oblique Lodge,,,,map
흩어진 보급지,Disheveled Supply Area,,,,map
땅거미 골짜기,Dusky Ravine,,,,map
땅거미 봉우리,Dusky Summit,,,,map
땅거미 토지,Dusky Grounds,,,,map
땅거미 절벽,Dusky Cliff,,,,map
땅거미 폐허,Dusky Ruins,,,,map
땅거미 호수,Dusky Lake,,,,map
땅거미 가두,Dusky Avenue,,,,map
땅거미 진격지,Dusky Advance,,,,map
땅거미 장벽,Dusky Blockade,,,,map
땅거미 능선,Dusky Ridge,,,,map
호기의 섬,Pompous Island,,,,map
호기의 대기소,Fool's Station,,,,map
든든한 보급소,Reliable Supply Depot,,,,map
낮은파도 해안,Lowtide Coast,,,,map
꽃무리 어귀,Flower Cluster Estuary,,,,map
바람결 언덕,Breezy Hill,,,,map
돌진의 섬,Dash Island,,,,map
돌진의 대기소,Dash Station,,,,map
넉넉한 보급소,Stocked Supply Depot,,,,map
잔물결 해안,Rippling Coast,,,,map
금잔디 어귀,Golden Grass Estuary,,,,map
구름길 언덕,Cloudpath Hill,,,,map
격파의 섬,Vanquisher Island,,,,map
격파의 대기소,Vanquisher Station,,,,map
풍성한 보급소,Prosperous Supply Depot,,,,map
금빛모래 해안,Goldsand Coast,,,,map
잎사귀 어귀,Leaf Estuary,,,,map
뙤약볕 언덕,Sun-Drenched Hill,,,,map
전의의 섬,Fighting Spirit Island,,,,map
전의의 대기소,Fighting Will Station,,,,map
여유로운 보급소,Comfortable Supply Depot,,,,map
흰거품 해안,Whitefoam Coast,,,,map
씨앗살이 어귀,Ephemeral Seed Estuary,,,,map
소금기 언덕,Salt Hill,,,,map
강인의 섬,Tenacity Island,,,,map
강인의 대기소,Tenacity Station,,,,map
충분한 보급소,Ample Supply Depot,,,,map
작은조개 해안,Tinyshell Coast,,,,map
풀내음 어귀,Grass Scent Estuary,,,,map
젖은흙 언덕,Muddied Hill,,,,map
용렬의 대기소,Tomfoolery Station,,,,map
풍족한 보급소,Wealthy Supply Depot,,,,map
안개자국 해안,Mistmarked Coast,,,,map
낮은새싹 어귀,Short Shoot Estuary,,,,map
실바람 언덕,Windstrand Hill,,,,map
벨트,Belt,,,,equipment
초심자의 태도 (귀속),Amateur Tachi (Bound),,,,equipment
초심자의 태도,Amateur Tachi,,,,equipment
숙련의 태도 (귀속),Artisan Tachi (Bound),,,,equipment
숙련의 태도,Artisan Tachi,,,,equipment
맹약의 태도 (귀속),Alliance Tachi (Bound),,,,equipment
브렐란의 태도 (귀속),Brellan Tachi (Bound),,,,equipment
브렐란의 태도,Brellan Tachi,,,,equipment
초심자의 지팡이 (귀속),Amateur Staff (Bound),,,,equipment
초심자의 지팡이,Amateur Staff,,,,equipment
숙련의 지팡이 (귀속),Artisan Staff (Bound),,,,equipment
숙련의 지팡이,Artisan Staff,,,,equipment
맹약의 지팡이 (귀속),Alliance Staff (Bound),,,,equipment
브렐란의 지팡이 (귀속),Brellan Staff (Bound),,,,equipment
브렐란의 지팡이,Brellan Staff,,,,equipment
초심자의 권총 (귀속),Amateur Pistols (Bound),,,,equipment
초심자의 권총,Amateur Pistols,,,,equipment
숙련의 권총 (귀속),Artisan Pistols (Bound),,,,equipment
숙련의 권총,Artisan Pistols,,,,equipment
맹약의 권총 (귀속),Alliance Pistols (Bound),,,,equipment
브렐란의 권총 (귀속),Brellan Pistols (Bound),,,,equipment
브렐란의 권총,Brellan Pistols,,,,equipment
초심자의 장검 (귀속),Amateur Longsword (Bound),,,,equipment
초심자의 장검,Amateur Longsword,,,,equipment
숙련의 장검 (귀속),Artisan Longsword (Bound),,,,equipment
숙련의 장검,Artisan Longsword,,,,equipment
맹약의 장검 (귀속),Alliance Longsword (Bound),,,,equipment
브렐란의 장검 (귀속),Brellan Longsword (Bound),,,,equipment
브렐란의 장검,Brellan Longsword,,,,equipment
초심자의 단도 (귀속),Amateur Dagger (Bound),,,,equipment
초심자의 단도,Amateur Dagger,,,,equipment
숙련의 단도 (귀속),Artisan Dagger (Bound),,,,equipment
숙련의 단도,Artisan Dagger,,,,equipment
맹약의 단도 (귀속),Alliance Dagger (Bound),,,,equipment
브렐란의 단도 (귀속),Brellan Dagger (Bound),,,,equipment
브렐란의 단도,Brellan Dagger,,,,equipment
초심자의 수정구 (귀속),Amateur Crystal Ball (Bound),,,,equipment
초심자의 수정구,Amateur Crystal Ball,,,,equipment
숙련의 수정구 (귀속),Artisan Crystal Ball (Bound),,,,equipment
숙련의 수정구,Artisan Crystal Ball,,,,equipment
맹약의 수정구 (귀속),Alliance Crystal Ball (Bound),,,,equipment
브렐란의 수정구 (귀속),Brellan Crystal Ball (Bound),,,,equipment
브렐란의 수정구,Brellan Crystal Ball,,,,equipment
초심자의 장총 (귀속),Amateur Rifle (Bound),,,,equipment
초심자의 장총,Amateur Rifle,,,,equipment
숙련의 장총 (귀속),Artisan Rifle (Bound),,,,equipment
숙련의 장총,Artisan Rifle,,,,equipment
맹약의 장총 (귀속),Alliance Rifle (Bound),,,,equipment
브렐란의 장총 (귀속),Brellan Rifle (Bound),,,,equipment
브렐란의 장총,Brellan Rifle,,,,equipment
초심자의 방패 (귀속),Amateur Shield (Bound),,,,equipment
초심자의 방패,Amateur Shield,,,,equipment
숙련의 방패 (귀속),Artisan Shield (Bound),,,,equipment
숙련의 방패,Artisan Shield,,,,equipment
맹약의 방패 (귀속),Alliance Shield (Bound),,,,equipment
브렐란의 방패 (귀속),Brellan Shield (Bound),,,,equipment
브렐란의 방패,Brellan Shield,,,,equipment
초심자의 신념 갑옷 (귀속),Faithful Amateur Armor (Bound),,,,equipment
초심자의 신념 갑옷,Faithful Amateur Armor,,,,equipment
숙련의 신념 갑옷 (귀속),Faithful Artisan Armor (Bound),,,,equipment
숙련의 신념 갑옷,Faithful Artisan Armor,,,,equipment
맹약의 신념 갑옷 (귀속),Faithful Alliance Armor (Bound),,,,equipment
브렐란의 신념 갑옷 (귀속),Faithful Brellan Armor (Bound),,,,equipment
브렐란의 신념 갑옷,Faithful Brellan Armor,,,,equipment
초심자의 총명 갑옷 (귀속),Wise Amateur Armor (Bound),,,,equipment
초심자의 총명 갑옷,Wise Amateur Armor,,,,equipment
숙련의 총명 갑옷 (귀속),Wise Artisan Armor (Bound),,,,equipment
숙련의 총명 갑옷,Wise Artisan Armor,,,,equipment
맹약의 총명 갑옷 (귀속),Wise Alliance Armor (Bound),,,,equipment
브렐란의 총명 갑옷 (귀속),Wise Brellan Armor (Bound),,,,equipment
브렐란의 총명 갑옷,Wise Brellan Armor,,,,equipment
초심자의 결의 갑옷 (귀속),Resolute Amateur Armor (Bound),,,,equipment
초심자의 결의 갑옷,Resolute Amateur Armor,,,,equipment
숙련의 결의 갑옷 (귀속),Resolute Artisan Armor (Bound),,,,equipment
숙련의 결의 갑옷,Resolute Artisan Armor,,,,equipment
맹약의 결의 갑옷 (귀속),Resolute Alliance Armor (Bound),,,,equipment
브렐란의 결의 갑옷 (귀속),Resolute Brellan Armor (Bound),,,,equipment
브렐란의 결의 갑옷,Resolute Brellan Armor,,,,equipment
초심자의 수호 갑옷 (귀속),Protective Amateur Armor (Bound),,,,equipment
초심자의 수호 갑옷,Protective Amateur Armor,,,,equipment
숙련의 수호 갑옷 (귀속),Protective Artisan Armor (Bound),,,,equipment
숙련의 수호 갑옷,Protective Artisan Armor,,,,equipment
맹약의 수호 갑옷 (귀속),Protective Alliance Armor (Bound),,,,equipment
브렐란의 수호 갑옷 (귀속),Protective Brellan Armor (Bound),,,,equipment
브렐란의 수호 갑옷,Protective Brellan Armor,,,,equipment
초심자의 신념 장갑 (귀속),Faithful Amateur Gloves (Bound),,,,equipment
초심자의 신념 장갑,Faithful Amateur Gloves,,,,equipment
숙련의 신념 장갑 (귀속),Faithful Artisan Gloves (Bound),,,,equipment
숙련의 신념 장갑,Faithful Artisan Gloves,,,,equipment
맹약의 신념 장갑 (귀속),Faithful Alliance Gloves (Bound),,,,equipment
브렐란의 신념 장갑 (귀속),Faithful Brellan Gloves (Bound),,,,equipment
브렐란의 신념 장갑,Faithful Brellan Gloves,,,,equipment
초심자의 총명 장갑 (귀속),Wise Amateur Gloves (Bound),,,,equipment
초심자의 총명 장갑,Wise Amateur Gloves,,,,equipment
숙련의 총명 장갑 (귀속),Wise Artisan Gloves (Bound),,,,equipment
숙련의 총명 장갑,Wise Artisan Gloves,,,,equipment
맹약의 총명 장갑 (귀속),Wise Alliance Gloves (Bound),,,,equipment
브렐란의 총명 장갑 (귀속),Wise Brellan Gloves (Bound),,,,equipment
브렐란의 총명 장갑,Wise Brellan Gloves,,,,equipment
초심자의 결의 장갑 (귀속),Resolute Amateur Gloves (Bound),,,,equipment
초심자의 결의 장갑,Resolute Amateur Gloves,,,,equipment
숙련의 결의 장갑 (귀속),Resolute Artisan Gloves (Bound),,,,equipment
숙련의 결의 장갑,Resolute Artisan Gloves,,,,equipment
맹약의 결의 장갑 (귀속),Resolute Alliance Gloves (Bound),,,,equipment
브렐란의 결의 장갑 (귀속),Resolute Brellan Gloves (Bound),,,,equipment
브렐란의 결의 장갑,Resolute Brellan Gloves,,,,equipment
초심자의 수호 장갑 (귀속),Protective Amateur Gloves (Bound),,,,equipment
초심자의 수호 장갑,Protective Amateur Gloves,,,,equipment
숙련의 수호 장갑 (귀속),Protective Artisan Gloves (Bound),,,,equipment
숙련의 수호 장갑,Protective Artisan Gloves,,,,equipment
맹약의 수호 장갑 (귀속),Protective Alliance Gloves (Bound),,,,equipment
브렐란의 수호 장갑 (귀속),Protective Brellan Gloves (Bound),,,,equipment
브렐란의 수호 장갑,Protective Brellan Gloves,,,,equipment
초심자의 신념 신발 (귀속),Faithful Amateur Shoes (Bound),,,,equipment
초심자의 신념 신발,Faithful Amateur Shoes,,,,equipment
숙련의 신념 신발 (귀속),Faithful Artisan Shoes (Bound),,,,equipment
숙련의 신념 신발,Faithful Artisan Shoes,,,,equipment
맹약의 신념 신발 (귀속),Faithful Alliance Shoes (Bound),,,,equipment
브렐란의 신념 신발 (귀속),Faithful Brellan Shoes (Bound),,,,equipment
브렐란의 신념 신발,Faithful Brellan Shoes,,,,equipment
초심자의 총명 신발 (귀속),Wise Amateur Shoes (Bound),,,,equipment
초심자의 총명 신발,Wise Amateur Shoes,,,,equipment
숙련의 총명 신발 (귀속),Wise Artisan Shoes (Bound),,,,equipment
숙련의 총명 신발,Wise Artisan Shoes,,,,equipment
맹약의 총명 신발 (귀속),Wise Alliance Shoes (Bound),,,,equipment
